text,negative_ny,distortion,magnitude,category,quote,userid,time
Feliz Navidad everyone! <3 I wish you all the best and I hope you spend it well with your loved ones. I know I am(:,2,,,,,1ed800d4d26b7ccf86d3efa1670c0f45,2010-12-25 7:40:08
": and the great tidy up continues, along with planning a montage using wrapping paper. This could end badly...sounds like fun :P",2,,,,,39b2af957c2488970cb89c161b6bf94e,2011-01-19 15:46:22
"Had a blast with kim, tracy, and nubes ooh the ice cream and the brfoombrfoom!! lol :D I love em and lily, jazz,> Dam i feel so happy yu cnt imagine i feel so comfortable at home lilys parents are so amazing and jenjen im glad of all weve been thro,,...",2,,,,,dc2547032e742daf6498d817d467baad,2011-03-26 6:57:53
"I'm just flooding Facebook 2day aren't I?   my blessing is my curse. most of the people reading this will disagree, but I'm a very selfless person. when I love somebody, I don't try and have them for my own. I sincerely look out for their best interest. If I think someone will be happier with someone else i don't interfere.",2,,,,,623ff8b813fd5515bb3398c5efea092e,2011-01-03 4:32:20
LMAO!!!!!!!! There was a brown garden snake in my bathroom!!!!!!!!!! It was so freaking cute<3 I love snakes!!!!!!! But not so much my mom...but w.e lol:) 04-13-10 <3 I am sooooooo Hyper XD,2,,,,,9fd528a9a7b10931f64f02f05d5e9042,2010-04-23 0:19:17
"After two hours in the amphitheater, the tally stands at: Mom- little to no noticeable sun. Rachel- some sun. Me- sunburned. Figures.",2,,,,,cea00424ced413c108d878b1a14f3316,2011-04-24 20:03:02
65-66% yay...ish I have to make an 82% on the final in order to pass *sigh*  If I don't at least here I have the opportunity to take a summer 1-3 week course to take to pass on.,2,,,,,a8b2c778af65ca2c46306554f338cacb,2011-05-26 4:48:08
"n one more thing meri dost /pareshaan aatma/"" . i mean neha bhasker ka page @You Are The Music In Meee pls join karein nahi toh",2,,,,,63cffbe32484c5bc7fc06d73e8be02f5,2011-05-27 9:55:39
"Had to say goodbye to an old friend today. Whatever problems we had in the past, I'm glad that we shook hands and had a nice conversation before he left. Whew, one regret avoided! I'm going to miss him.",2,,,,,da46912e112f9a24f30107aa2bdc202d,2009-12-27 14:33:47
"Holy crap... I posted a comment on Nyan Cat 2 a couple month ago about listening to the bel-air theme while watching it, and now it's like a mini-meme! :D *iamagod",2,,,,,ca6379ae4ac1d0fae82f2b9293b2eceb,2011-07-24 20:06:48
"2009 You accidentally enter your password on the microwave.You haven't played solitaire with real cards in years. Leaving the house without your cell phone, which you didn't have the first 20 or 30 (or 60) years of your life, is now a cause for panic and you turn around to go and get it. You get up in the morning and go on line before getting your coffee.",2,,,,,40d664f87814a7aec6739b595ae9d489,2010-01-07 1:24:09
"/Words have no power to impress the mind without the exquiste horror of thier reality/"" ~ Edgar Allan Poe. Love this quote",2,,,,,f23fbfc03de736258e2054c548da3084,2010-10-15 22:07:52
Like this status & I'll tell you: 1. Something I learned about you by looking at your wall for 10 seconds. 2. The color you remind me of. 3. My first memory of you. 4. The animal you remind me of. 5. Ask something I've always wondered about you. 6. My favorite thing about you 7. Give you a weird nickname,2,,,,,81225103c421dc24e2d1e3bec612181d,2010-11-13 17:44:23
"All alone, heart tied up in knots over u. no control, dont know what to do. Take it away all the hunger. Dont wanna love u any longer.",2,,,,,d7a7f477a7d4a75a9fc33d4326078d28,2011-06-04 17:47:23
"Do I work? YES. I work 24 hours a day. Why? Because I'm a MOMMY. I am a cook, cleaner, parent, teacher, referee, nanny, nurse, handyman, maid, security officer, and a comforter. I don't get holidays, sick pay, or a day OFF. I work through the day and the night. I am on-call at ALL hours. Now tell me my job isn't a real one - IT'S THE ...BEST ONE. Re-post if you're blessed enough to be a mommy :)",2,,,,,dcbe08425f5edef5e5c1053f21e83640,2010-12-17 0:18:24
"I dont like when something bothers me, I know it bothers me, but I cant stop it bothering me and I get into a mood :(",1,1,4,emotional reasoning,,c0289bdb4cd4eda90653b2c84af61e03,2010-05-12 22:47:50
Cannot stand the new GTA game. Saints Row is a lot better and much more interesting but I like do the radio stations. Only good thing about it.,2,,,,,5b73fda4dc899e8b97fa3d72f2dd7ae5,2010-09-04 15:16:45
"okay folks, what should i do. goin to lafayette for 4 days by myself. chris wants me to take the gun but i have no hand gun license. mom says no too risky. do i chance it?",2,,,,,300187291b887febc124883c562d4377,2011-02-04 18:40:39
Is contemplating how he is going to ice skate down to No. 9 for pool. Snow Shoes? Snow Mobile? Huskies?,2,,,,,0ce8d05bd9038636ebb68e722688a108,2010-01-07 18:04:20
"check out this cool new PC. It runs a Core i5 @ 3.2 GHZ; NVIDIA GeFORCE 9500 GT 1GB Graphics Card; DH55TC Media Series Motherboard; 4 GB DDR3 1333MHz RAM; 2.1 Surround soud speakers; Windows 7 ultimate ; 1000GB SATA Seagate Harddisk 17/ monitor. got it recently at an unbeleivably low price for this /""super-computer/"".""",2,,,,,87a718e44be93a580cac8a40716a1c84,2010-09-25 4:19:17
"HEY ALL THAT REPLIED TO MY CHANGED RELATIONSHIP STATUS!!! ONE WORD FOR U GUYS: DANKE!!!! I am finally relieved of that brainless dare given no other by Darius T...btw Dt, if u somehow decided to join fbk n see this, rmb that when i see u, i will KILL U ^^ TY PPL^^ ROCK ON! I AM FREE!!!! *now its time to do art..which is based on FREEdom...sheesh*",2,,,,,7723ccda68b032af60c7d799e5bcff88,2010-07-30 13:48:39
"Dying is the easy part. It's the living that's hard. The choices we face, the good times and the bad, the friendships, the loses, and accepting them for what they are that determines our path to either enlightenment or oblivion.",1,,3,,,5a80a71753cd24c93a357266855d13ef,2011-04-11 0:57:53
"*Girl kisses guy out of joy*  man: you can't do that. i'm a man, you're a woman. i fall in love very easily.  woman: don't worry, i don't.  I &hearts; Robin Hood.",2,,,,,27a92df10fe901b00d633e3e83c8c4de,2011-02-13 11:45:45
"The other day I saw a prayer circle outside Church's Chicken. Are they taking the name literally? The Father, the Son and the 11 herbs and spices.",2,,,,,1c1a87c25993e30ed27d821e61e51c67,2011-02-08 21:41:09
"┬ôWhen I first saw you I was afraid to talk to you, When I first talked to you I was afraid to like you, When I first liked you I was afraid to love you, Now that I love you I m afraid to lose you!┬ö",1,,2,,,5e49c1efdf782f392b89c4e6c6f1530e,2010-04-19 5:06:13
just realised that good friends stay good friends no longer how long you havent seen or heard from each other :),2,,,,,594b8ba3b30a56cd703bbafe11041147,2011-01-21 0:56:44
"Tiger, tiger, burning bright  In the forests of the night,  What immortal hand or eye  Could frame thy fearful symmetry?",2,,,,,b4d522888bedf4d3f50119d3f49aaddd,2010-12-16 1:43:27
"God grant me the serenity to accept the people I cannot change, the courage to change the one I can, and the wisdom to know it's me. ~ Author unknown, variation of an excerpt from /The Serenity Prayer/"" by Reinhold Neibuhr.""",2,,,,,601f343a14622332a92b593a459de56c,2010-06-14 16:32:15
"What do you do when you don't want to give up, but you don't feel like trying to deal with people either?",1,,3,,,191e5a77eb18bfc5026f35a3eb4539a1,2010-06-17 4:07:08
"Sometimes it hurts clear to the core when we lose all we care for. The hunger and thirst for love that endures is never ending. What will I do with my life, try to share it with somebody new? How can I learn to disguise that I'm lost without you?",1,,4,,,6ac852ecd0cfc9a657c7bf392f7bebaf,2010-06-21 16:53:02
"/the muscle i hustle is real for my friends but the muscle i keep for myself is pretend/"" Wandering Daughter ~ Kimya Dawson""",2,,,,,50357485df2ba5f320b135d93b772df1,2009-07-17 17:18:31
"Cause in my mind I want you here,  Get on the next plane, I don't care!  Is it because I'm missing you,  That I'm having Deja Vu?",2,,,,,9ce5a8605ef2f72e3622896533b10b9d,2010-10-18 10:11:15
depression and anxiety and sadness are so bad I am hating life and wishing I could feel better soon this sucks bad!!!!!,1,,5,,,77acd9dde76233b3ea2fd5e0ef142571,2010-09-10 5:04:56
Me and Tony Le is possibly going to quit smoking and slow down//quit drinking to help save more money... at least for now =w=,2,,,,,0db30ddf6bde2bf4a88c377f0cd6047a,2011-07-08 2:07:36
"I'm Slowly Starting To View People As Annoying Energy Draining People That Make me Feel Like Im On Some Shitty Teen Drama Or Badly Done Reality Show,",2,,,,,3fef95ce520c7d75408cd36ad6c4fdc6,2010-10-17 23:00:57
"Inside the massive and stressing space, exchanging fragmented memoirs. Beneath the gloomy night where no stars and moon shine, a new path emerges from two small of pieces. From this point, a new beginning occurs.",2,,,,,a4e6280de8ce2a565e0bf1421d33678f,2010-07-27 20:40:52
"I got Revenge of the Sinister Six in the post yesterday...first of all Solo is a dick, second of all, 90's comics art sucks ass...",2,,,,,fdfdc49f0f563b1c4e1192b23cb990a1,2010-10-17 23:52:58
why is it that in the mist of all this madness i keep coming up with amazingly fun things to do only to be saddened because i can't do them? //sighs//,1,,3,,,f3737f450e99f912f9694f552eac03c2,2009-12-01 15:27:25
"It was such a nice day today :) Walked to the store to buy grocery's, now gona work out again for 1//2 an hour :) I love my weekends. And I got a bit of a tan!!",2,,,,,b5e2618b5f098dd6f94f794f354b1815,2011-04-24 2:33:42
"/I feel like I can't miss... I know they want me to fall... But ain't nothing bigger than this... So just pass me the ball.../""""",1,,3,,,733924d2f62385907d4460bc626bd105,2010-06-05 15:40:01
Is it pathetic of me to feel like MY LIFE IS RUINED because I chipped my tooth on a potato? Yes. A potato. It's awful. D,1,,3,,,a6fb3c3b079393e9d341579a71652031,2011-04-20 0:19:06
did I seriously just watch politics being explained through Bill & Ben the flower pot men on TV or was that all just a part of some weird dream?,2,,,,,1c1a61d11a10f9fa967f250095792db3,2010-07-15 23:11:38
"India Foxtrot Yankee Oscar Uniform Charlie Alpha November Uniform November Delta Echo Romeo Sierra Tango Alpha November Delta Tango Hotel India Sierra, Charlie Oscar Papa Yankee Alpha November Delta Papa Alpha Sierra Tango Echo Tango Oscar Yankee Oscar Uniform Romeo Sierra Tango Alpha Tango Uniform Sierra.",2,,,,,4691e62b992a7de095d57b0030f8535e,2010-01-11 15:54:11
just found out that to change a drivers license you need to have a social security card and birthcertificate... both of which are back in michigan frickerdoodle!!!!!,1,,3,,,1733e0f9f8d1b4fe4d4d7cf406d0a4d0,2009-09-02 18:17:43
"Junior Retreat:  I find peace for 2 days at LaSalle Manor  And the very next day, it's hell all over again.",1,,3,,,1789589a6d2bba0f09d768f8f3445be5,2011-03-09 1:32:25
Bella union sample vol 4 has some amazing bands I feel CD buying coming on (Big thanks to Hannah for introducing me too the label),2,,,,,2549774d68d7ccbcba069afb45c7e237,2009-07-17 7:30:17
Ni├▒as que utililzan el carnaval para vestirse de putas? Yo lo cambiar├¡a por hombres que utilizan el carnaval para vestirse de putas o como excusa para travestirse.,2,,,,,ef3cdac5925aa968584c541faea886e6,2010-05-28 8:40:49
"My daughter is in Jr High school now and has already done a right of passage. She had her friend slip a note in this guys locker for her, since her friend is only a couple lockers away from his. Too cute! lol Remember those days? lol Shes growing up so fast. It really feels like a blink of an eye ago, I was feeding her in her high chair.... Wow...",2,,,,,bf45ea766695c09187b2d67d0fe6da3f,2010-09-08 0:50:16
"is back from class and is now going to work on my book, eat ice cream, and hopefully sleep for once.",2,,,,,55a72284594fdda49b22a6610b9b91d6,2011-03-18 2:43:03
"just stacked her books Riverside Shakespeare, Asimov's Guide to Shakespeare, and Passionate Vegetarian on top of a bunch of eggplant slices.",2,,,,,1e84bfe1c9bbd549913aad1bc57c8878,2010-03-06 19:22:04
"hah. rush limbaugh in the hospital for heart attack. sad. but now we only need michael moore, rosie o'donnell and glenn beck to follow suit and nearly all the loud-math//chubby celebrities will be on vacay! yes, i'm a terrible person get over it.",3,,,,,5cb87ba2d48f5de9b907567fb9fb5317,2009-12-31 14:22:05
"; Yesterday we had Extreme Log Ride Cineblast, Luge//Skyride & MegaZip Flying Fox at Sentosa plus post-xmas mini shopping spree at Vivocity.",2,,,,,193165601dfad67e79ef52b2caf9fd9e,2010-12-28 6:14:49
"/When things go wrong  It┬Æs the perfect chance to stand strong  Because  I know I┬Æm not alone in blaming Drew┬Æs? cancer./""  -paul dateh",2,,,,,ab3b4c66fe29289ad91c38b572215748,2010-07-08 10:15:43
"It's friday! No weekend off getting wasted for me though, School Finals and JAR's are too close for comfort. Roll on October!",2,,,,,0ce8d05bd9038636ebb68e722688a108,2010-09-10 7:02:13
Did you know when someone annoys you it takes 42 muscles to frown but only 4 to extend your arm and punch them in the face.,2,,,,,f23fbfc03de736258e2054c548da3084,2010-12-20 5:39:03
omg! I haven't been updating my status!!! Well. I've been spending the week with friends and classes. ... That is all.,2,,,,,994e0be0ec912bc380fbcaf8ed105401,2010-09-06 2:06:51
"(cont'd) thanks Erfa Kz, Julie Oolie Oolie, Numie Tuah, Alif Washburn for e great raya outing yest! ? u all so much. next outing, my 21st okays? haha (:",2,,,,,193165601dfad67e79ef52b2caf9fd9e,2010-10-03 13:13:08
"is sitting in the back of a merc listening to christmas songs and looking for the nearest McD's drive through without a sat nav thank god for google maps and blackberries. What a way to spend my last night at stran :-). Btw david, i finished my candy cane, soz ;-).",2,,,,,a48b09f8ea27d3550ea2794b1794a0d6,2010-12-14 23:16:23
"Everyone and Their Mother seems to be in College or something, while I'm getting a GED.  Well, at least I have Steak to Eastz! NOM NOM NOM on That!",2,,,,,304d646220f520d984d2742b36cff1de,2010-09-01 20:16:01
"Someone just stopped outside my house and stole the fireplace that was sat on our driveway.... O.o freak Hope he doesn't try to install it in someone house, it was broke..",2,,,,,15991e219eacbcb22f1c9926b4fa6f4f,2009-11-24 10:21:51
"my birthday is at 4:02 tomorrow morning. woot. :] ps, i'm at the beach. if anyone wants to come hang out for my birthday tomorrow, text me :]",2,,,,,4c4c4d5183d8541f100526a6aaaf0e43,2009-07-07 3:18:20
ughhhhhhh sooooooooooo bored i finally finnished all homework.... there is nothing left to do..... and i really dont wanna fall asleep (v\\),2,,,,,0ed835b3175cb77d3c9cb48c1528e29c,2011-03-05 3:43:53
"Windows Media Player library inventory complete. 1691 items. 6.34 GB. Approximately 116 hours, 20 minutes, and 39 seconds worth of music. ^-^",2,,,,,67207f4a005815aa28c2134f6a68fb05,2010-07-21 12:47:48
"Get out of my head.. all of you, I cannot survive like this. But there is no way out. I don't know who//what I am.",1,,3,,,5edc878620364f1c30717717aa5cd328,2010-01-02 6:20:41
Jake and Taylor have split up after 2 months. I don't wanna be mean to Taylor or anything but HE'S MINE BIATCH,2,,,,,4104c0b8700d519d1661c8a59b065363,2011-01-05 23:28:38
"I'm up to 75 fiction submissions for the year (I sent 5 out today). My goal is 100, so assuming I won't be sending anything out the weeks of Thanksgiving and Christmas, I've got a lot of work to do during the remaining weeks.",2,,,,,0e3fdb89c7706b13891170ab2a9017c7,2010-11-04 18:06:19
"Just noticed The Rawmones aint playin till ra 10th folks , fancy puttin wur night oot off furra a week ? ? realycant afford 3 night's oot ! ! Gonnae lemme know whit ya think ? ? Luv , Pea's n @n@rchy : ) OOt",2,,,,,87a4827e03a250458443caa5b961987a,2010-03-29 3:43:38
"well, i started uploading a single video before i even left for my flute lesson .. and i came back and it didn't even move. stupid stupid stupid stupid. am i doing something wrong ??",2,,,,,4c4c4d5183d8541f100526a6aaaf0e43,2009-07-16 0:28:37
"I think there must be a better way to 'raise awareness' for a cause on fb, then to post bra colors like for the cancer one or these cartoon pics for child abuse. Now, time to do some research on more effective ways to use facebook for social justice...",2,,,,,5cae5729864ff894d47e20afbe32c8a5,2010-12-05 20:52:13
"True happiness comes from having a sense of inner peace and contentment, which in turn must be achieved by cultivating altruism, love and compassion, and by eliminating anger, selfishness and greed.  (smart old man the Dalai) simple but not so easy",2,,,,,b97f872b411e25a44921e409936b9f68,2010-12-12 18:25:39
"For U star watchers - im just back fae a cycle n saw 4-5 shootin star's . hopefully u get ta see a few . im planning goin oot aboot wan acloke , will let ya know how i get on . Luv ya all XXXX even if ya aint star watchers (tee hee) Kisses N girly Hugs tae Y'all",2,,,,,87a4827e03a250458443caa5b961987a,2010-08-14 21:42:44
Birthday in four days :D So excited to turn 16. If I was to have a party it'd have to be on a friday that cool for everyone? :P,2,,,,,8c393982479748c5a53acaa7a3717c71,2011-06-25 23:46:40
"hmm, I'm supposed to start my senior year at MU tomorrow, but will we have a delay with all this winter weather they're calling for??",2,,,,,cb02460576e27f95654a9a0ef548fe5b,2011-01-18 1:27:53
Am looking on amazon to find an external CD//DVD player for my PC when I saw one of the companies selling one is Circuit City. I thought they died out. :O,2,,,,,ae22c966783fee08e565b504a9d2d47f,2011-02-22 5:33:29
"Spent the day with mom & Michael. Went to Cape to get Father's Day presents for Mike. Michael couldn't wait til Sunday to see him open them up, so we celebrated Fathers Day a little early. lol",2,,,,,cc152d32bc005844df9e36490342cbaa,2010-06-16 7:37:34
"I hope we all learned something from yesturday. Some people will call themselves Christians but will say some foolish things. Watch what you hear. More importantly, READ THE BIBLE! Learn for yourself. Do your own research. I would say more but I'm not wasting anymore time addressing all of this foolishness.",2,,,,,e781a52c4b2c384323c5c743472791d4,2011-05-22 18:30:40
well a wasted quick visit to get stuff in Cardiff that isn't available in ponty put pay to getting to climate camp - why do Cardiff Sainsburries sell ecover everything but washing powder,2,,,,,2549774d68d7ccbcba069afb45c7e237,2009-08-15 18:34:18
So greatful and thankful for having such a supportive family consisting of family and friends encouraging me to keep fighting to not give up and live my dreams!,2,,,,,9e17e6c19c1d34ef60a512e949f57381,2011-02-02 4:02:34
"I think I am one of the few people who really likes the KY State Fair. Every year I get excited that it's here again. I can spend hours wandering the grounds, people watching, checking out the exhibits and animals, cruising the vendor booths for useless junk. Then wandering into one of the beer tents for loud music and redneck entertainment on the midway. YEEHAW YA'LL, let's go to the fair!",2,,,,,1d47deef1044f23adae24374bab52539,2010-08-20 2:11:49
"The ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversey.",2,,,,,5bc2ca97daf9ac35062d8cf92c4acb18,2010-02-08 14:52:29
"If you don't like the new smaller FB font, hit ctrl and + key to increase the font size. Please re-post so others can fix their font.... :) thanks to Alannah Danielle",2,,,,,601f343a14622332a92b593a459de56c,2010-11-07 1:40:01
To live for results would be to sentence myself to continuous frustration. My only sure reward is in my actions and not from them.,1,,3,,,47fd47e0f55e599821bed164a56433f9,2010-09-01 7:36:54
for every argument there is always a counter argument....   ...so it's always better to talk things through and make peace,2,,,,,465cbf2c85185eb11ee51dcd833ce4ac,2010-07-04 15:19:56
"She┬Æd rather wear a pair of cut-off jeans than a fancy evening dress,  And with her windows rolled down and her hair all blown around, she┬Æs a hot southern mess... <3",2,,,,,dd54cb7204c52be838047fd0a29e38a6,2011-04-13 4:27:18
Like this first and I'll marry you for a day  Like this second and I'll make your last name my last name for a week.  Like this third and I'll answer ANYTHING you want to know  Like this fourth and I'll post something on you're wall every day for a week,2,,,,,b6b0adf5be5d8127263f5cd82c5e1414,2011-03-11 1:09:52
"Landed in Greece. Now, I am the farthest from home I have ever been. Chillin in Athens, the acropolis looks better than in the brochure.",2,,,,,0e31b639fba710ce4d6f664fbde94449,2010-07-25 20:06:33
"rawr, why does the poco reunion have to be on the day i leave for vacation? bahhh. well, maybe i can work something out.. hopeeefully. //// now i know there's a better way. i love you more and more each day. i put my faith in the one i love.. and i believe in God above :D",2,,,,,4c4c4d5183d8541f100526a6aaaf0e43,2010-07-22 2:07:07
bought a small notebook today to keep tabs on info for my freelance jobs and I've already gotten four pages filled up! I've still got project info to add too ^^,2,,,,,a4a6525085ec9c8c72d5f2fc7eee7f6c,2010-12-31 5:22:02
"The melancholic eyes of a traitor. Looking down, avoidning reality's gaze. Heavy fog around glassy stares. Blank but longing looks out the window. Waiting patiently...<3",2,,,,,05a1a1b67e3d7a923f9d0ee5502757c0,2010-01-26 23:07:38
is working on a Mary Sue meme. Apparently my full name is Dust Roxanna Chiri Fuschia Obisidian Razor Kokomotsu Daniella Tawny Topaz Kitten Chagrin Willow LeCornFlake. :3,2,,,,,eaeabcfe25866f0455d349bae2450d88,2010-07-29 12:52:46
"So im at the park finishin the treasure maps for boy scouts, midway thru one im countin steps look down and what do i find but a used rubber! Ugh gross! Coming early in the am with gloves and a garbage bag to clean. Glad i found it before one of the boys, /oh look a balloon!/"". That would have been way too many ?'s way too early! Lol""",2,,,,,300187291b887febc124883c562d4377,2010-12-11 23:03:00
Just once when sumthing goes wrong i want to handle it alone without help why cant people respect that?  1 fly black guy,2,,,,,5757a0be6a9fba552680eb1106df3673,2011-09-05 2:40:18
"Nickolas(wearing green shorts, blue t-shirt, and Thomas slippers) Do I look sexy, Luc? Lucas....rolls his eyes lol you never know whats gonna come out of his mouth next ;-}",2,,,,,dcbe08425f5edef5e5c1053f21e83640,2011-08-04 12:37:01
"saw all the cows and thatched farm houses that one could ever wish to see, on the train from Groningen back to Amsterdam.",2,,,,,dc9d8b2d0083cf18e8e1d16afc4e5395,2009-09-08 11:44:28
"To college station i have returned // To college station i have confirmed-- // The place to be, the place i stay // Only if in resignation, i say!",2,,,,,ee3c3dd296d5870bb0559c70d4096402,2010-01-31 23:48:48
Just finished calc webwork and I feel like a giant weight is gone :D . . . now to prepare for my other classes :( man that was a short victory),2,,,,,40773224250799fc22cdcdf2a4d3cc82,2010-09-13 20:06:29
"When... i ask? Impatience is a flaw i wish i could simply get over and forget i ever had like a /boo-boo/"" my mommy can kiss... Sure life is great... And I'm definitely not ready to grow up... But its as if time has stopped just to point and mock me... I laugh",1,,3,,,65aa5b04d73c3d4fb823ba3c2d348293,2010-01-29 8:01:54
"You know, if the bank is going to wait until right before a payday to put a check you wrote over a week ago through what's the point in writing checks?",2,,,,,29cda473b52e1c75fbfe958ed3aec565,2010-06-17 20:41:10
A wonderful dream of love and peace for everyone  Of living our lives in perfect harmony  A wonderful dream of joy and fun for everyone  To celebrate a life where all are free   melanie thornton-wonderful dream,2,,,,,5c7573236d80b308991b0417d954976a,2010-12-29 10:04:53
"The Sixers got blown out this weekend. It's a shame. I still love watchin them though. They suck though. They really, really, really, really, really, suck. But that's my favorite team. Seriously.",1,,3,,,e781a52c4b2c384323c5c743472791d4,2010-11-14 3:57:03
"I was up and at 'em at 6:30 to get the kids off to school. Handled a crisis then moved to doing laundry. I just realized that I missed the first day of National Novel Writing Month. In contrast, I had planned to go back to bed after getting the kids off to school, pilfer Colin's side of the bed and wallow in his scent for a while.",2,,,,,b2a89377dd5345b6690ba62f4ecca84e,2010-11-02 12:35:47
"the UK tax man just gave me money back.....yes you read it right - they gave me money back and it wasn't a piddling amount. If you moved outside the UK in the last financial year it mght be well worth your time getting a tax review and before anyone sends begging letters, SHE who must be obeyed knows about it so you've no chance for you!",2,,,,,b86eb14612969b2df48c2863c32c2899,2010-06-08 11:35:04
"1 more left 2 go, 1 more left 2 go now, 1 more left 2 go, 1 more left 2 gooooo!!! n then nirvana spa :D!!",2,,,,,39b2af957c2488970cb89c161b6bf94e,2009-06-17 15:22:07
"couldnt be clumsier this week if i tried.. walking into walls, tripping over bags, spilling water on my french oral examiner... you name it iv done it!",1,,3,,,4d5c4fd8a061482732fc1d2526839e25,2010-04-21 19:01:11
"| I talk with my hands a lot...and I just now noticed this when I noticed Hayden using random gestures that I haven't seen anyone else using. Monkey see, monkey do.",2,,,,,1ab4754657079071f9831fe42b3eac49,2010-07-17 1:32:22
"Freakin' found a huge bug bite on my leg. No clue as to what kind it is, but apparently I'm pretty allergic. Must have gotten it sometime yesterday. Totally explains why I've been feeling so run down and having a hard time breathing. I don't have any sort of medicine for it either, so I'm prolly not going anywhere today now.  ... brb, dying.",1,,4,,,2fba0f9dccc84f3516d8b553426af527,2010-09-25 18:50:32
"is really freaking ticked of at YouTube and WMG music for not letting me upload the video I spent a total of about 3 days' worth of hours on. Anna Jacumin and Lucas Parot, just know that tomorrow I will be out for blood. Stay at least 1 mile away if you don't want to be at risk.",1,,4,,,6446d8555111ee3a45aaf21453bb5bc2,2009-01-03 20:08:14
"Fact: You wake me out of a sound sleep for 1 of 2 reasons - (a) someone in my family has died, or (b) Jesus has returned.   Married to a man for 24 years and he wakes me out of a sound sleep to tell me that President Obama lost his old seat in IL to a Republican. Geez, Glenn, do you have a death wish?????",2,,,,,2cdd105436ad5ae240e79c445f0e1c7b,2010-11-03 4:34:11
"I'll be your crying shoulder,  I'll be love's suicide  I'll be better when I'm older,  I'll be the greatest fan of your life",2,,,,,4b1c871ad361b9110af86edd61511c8f,2011-05-24 3:13:16
I'm looking for a pianist to accompany me for my juries!!! They would need to be free November 24th and an undetermined date mid December. Let me know if you or you know anyone who might be able to!,2,,,,,e56015a5c1a33cc7a99708881d2194a9,2010-11-05 14:53:05
"Turned out to be a good night last night, a bit of late night but so worth it. Thank you :)",2,,,,,ec3dc451b8a811f05ace158a0d76e32e,2010-02-11 14:47:15
"Damn things are really going great my life is taking a drastic change :))  so happppy !!!  Had fun wit my friends cris, jazz,, and patty /))""",2,,,,,dc2547032e742daf6498d817d467baad,2011-04-10 5:09:32
I saw a Brown pelican near the Tulsa International Airport the other day first time In my life to see one here in Oklahoma. Where would you go if your home was covered in poisin? there has to be another solution.The water well never be the same :[,2,,,,,0ab7efcd582b43d58c1fec65058efa72,2010-06-26 11:08:51
"Just let rip at waldo. He got telt. Bang out of fuckin order like. He'll stop talking down to me like a piece of shit, trust me. Dick.",1,,3,,,0e8f270a9b126c3839044391deb1d4e2,2011-06-12 22:03:53
"I Didn't Know Adults Could Be So Immature,  I Mean Who Lets There 6 Year Old Run Around calling People Faggouts & Doesnt Punish Them Because Of A Grudge They Have On Someone Whose 13?  Honestly Some People Need Help,",2,,,,,3fef95ce520c7d75408cd36ad6c4fdc6,2010-11-01 0:12:44
"Can't believe we're moving in a week and a half. This thought comes as our downstairs neighboor slams their front door for the 30th time today, as they do everyday *grrr*",2,,,,,29cda473b52e1c75fbfe958ed3aec565,2009-10-08 3:55:21
"was having a nice drive home,with the warm sun gleaming through the windows listening to jason mraz..until i saw a old guy walking naked along where the tide was out!!",3,,,,,11c57703829165e6f2ec4f6bc73e07ba,2010-02-09 8:46:40
"phone alarm, you suck for not being loud enough to wake me up in the morning and making me miss my favorite class :[",1,,3,,,4c4c4d5183d8541f100526a6aaaf0e43,2010-11-02 19:04:19
To everyone I haven't seen in forever: I miss you and love you lots. I suck at long distance and my plates full for the next few weeks as I try to rearrange my life back together for however long I'm staying in okie. So please bear with me and be patient I'll will get to you as soon as possible. lots o' xox,1,,2,,,5651e94ff56b2549066153a04fe38261,2010-10-02 10:20:52
I love how video games keep introducing me to old bands that I end up loving! Mostly Tony Hawks Pro Skater but what ever.,2,,,,,088bf0ed841bcc366475b3975eb1b9d2,2010-09-29 19:40:37
"New extreme sport for folk to try out - gravel diving. Find a bit of pavement covered in gravel and throw yourself at it, protective gear optional. Ow.",2,,,,,ac784d55cb3c7338961a145150454ff8,2011-05-07 16:50:41
"this beat is my recital, i think its very vital to rock a rhyme thats right on time and tricky is the title :)",2,,,,,ed3a624866919c68e28343519850888c,2010-03-15 6:29:15
"Started to watch a rented movie downstairs when our dog, Juno, saw a LARGE cricket on the back of the couch. THEN, she noticed a spider above the window! My husband lost the cricket in the tract of the sliding door and while brushing the spider with a kleenex he lost it! I declined seeing the movie in /Spideeville/"" and decided to come back upstairs! I guess I'll have to get my /""spideevac/"" out tomorrow.""",2,,,,,9f67231b558a8e1bf07dfcc5a1aa469c,2010-08-15 1:16:23
"Cousins are the 1st friends of our life........when you grow up, they are still your friend. Repost if you have some of the best cousins in the world because I know I do!! I love my cousins!!!!!!!!!!!",2,,,,,c9853214d41149065908ba50259250b7,2010-12-04 0:12:43
"Thoughts from the topic /Anger Management/"" in my book /""A Modern Noble Man/""   How is Anger related to Depression?   Often ones anger becomes ones depression",2,,,,,ad99d2e84e2fe0affb1c56d926395e9e,2010-09-26 22:25:24
"I love how every person in the Lopez Tonight audience got a copy of Hanson's new album. Some of them probably don't even know who Hanson is, or like them. And I still don't have one. A person who has loved them since I was five years old. How is that fair?",2,,,,,4c4c4d5183d8541f100526a6aaaf0e43,2010-06-09 22:28:01
