hash,text,score,cosineSim,result
9.18961092763647E+016,"Me: /This chair sucks balls/"".  Mum: /""There's a difference between you and the chair you know...the chair does NOT suck balls./""""","[3, 3, 1, 1, 5, 5, 1, 1, 1, 1]",[0.8579939529126941],0
6.35335755762672E+018,"Bawww,  I Hate Westmoor,  Going to School with Dumb asses Should Be Fun,  But Alas,  It's No Where Near Fun,","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8439770132184401],0
7.53831399388737E+018,"My Business 103 class in a nutshell: No exams, No homework, 2 movies in class, and 3 days at the rock wall. I'm in love.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.838407065330379],0
-9.09011631496167E+018,"I spend entirely too much time looking on BarnesandNoble.com and my books keep multiplying like bunny rabbits, I wonder if there's a connection? (I <3 Matthew)","[1, 1, 1, 1, 1, 1, 1, 5, 1, 1]",[0.8309337617333065],0
-3.87010828734885E+018,"Echoes and silence, Patience and grace. All of these moments I'll never replace. No fear of my heart, absence of faith. And all I want... is to be home.","[5, 9, 3, 1, 1, 1, 1, 4, 0, 0]",[0.9629493022360995],1
-4.90591052639876E+018,Chances are we┬┤ll find a new equation  Chances roll away from me  Chances are all they hope to be,"[5, 3, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8025491678063498],0
8.74590501544521E+018,"room is such a mess..... btw what is everone wereing to emers thing tomorrow, do you think a black dress will do?","[5, 1, 5, 5, 1, 1, 5, 5, 1, 1]",[0.908545175863433],0
-5.42788957952108E+018,"I'm not feeling all that great still. But i'm happy to have Amber, Kaycee and kelli is my best friends :) and Michael is amazing :D i love you all","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8892373200592648],0
-2.78003679318645E+018,Pay off car loan today then done wiping off most of our debt! May still have money for anniversary trip and tattoos and some to put in savings. :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8920547403341065],0
-4.58339776085135E+018,"-jigsaw- find the missing part of a jigsaw puzzle. it might be somewhere, look harder. it might be hidden somewhere in your drawer. or you might have lost it while walking farther. worry about it while it isn't over. because i'll throw it away if i find it later. so you would find me instead of that stupid puzzle.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.883990438501149],0
-1.16658318623801E+018,I take it back the worse news that I have heard today is that people my age are dying left and right this is tragic...,"[1, 1, 1, 1, 1, 1, 1, 1, 5, 0]",[0.8906240281540218],0
-5.69281841323467E+018,mehh sorry I haven't been replying to anything. finals and regentses next week. anyway last day of school is tommorow! I hope everybody has a great summer! I have also been getting back into samurai :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8916566238348008],0
-1.31642715329562E+018,Another night on the boards. I've come to the realisation that half the girls at Bogarts got no idea what the're doing. They just expect to be pulled around. Now over-confidence is not a crime I'm commonly guilty of and I know I'm really ordinary but I was sober and my lead was clear. I'm not gonna take advice from someone with no frame.,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9529643305808861],0
1.52601151527981E+018,Ashley says she wants to dress up as Anita Blake for Halloween and the kids want to go as her zombies. lol,"[1, 1, 1, 1, 1, 1, 1, 1, 5, 0]",[0.8018741074401292],0
6.92961985181223E+018,"What a weekend!!! Camped under the stars, hiked, did some cliff climbing, attempted catching a runaway horse, and I'm still as white as a sheet! I look and feel like I'm 16 again!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9174402179973157],0
6.93023546565604E+018,A defeatist attitude is shooting yourself in the foot before going to war - A bad idea and only hurting yourself.,"[1, 1, 1, 1, 1, 1, 5, 1, 1, 1]",[0.8208239002605476],0
1.79839330940019E+018,So finally something's being done about my SAAS funding and I won't get money until another month has went by... For crying out loud! DX,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8730409840376874],0
2.05962094009031E+018,"1. Goal 1: Figure out which genetic or neurological disorder I have, such as FAS, Cornelia de Langes Syndrome, or Autism   2. Goal 2: Become atheist so that way my demon dreams mean nothing.   3. Goal 3: Get facial reconstruction so I can fit in within the hominid race!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9164534906209038],0
-5.07627451145611E+018,"steel i soen n gooi i koppie syker by, vat i knippie van jo smile en roer dit by, maak dit warm en gooi dan i drukkie by","[1, 3, 1, 5, 7, 1, 1, 1, 1, 1]",[0.8919270563928691],0
2.05195143368259E+018,"┬ôWe physicists are the only scientists who can say the word ┬ôGod┬ö and not blush.┬ö - Dr. Michio Kaku, theoretical physicist","[1, 1, 1, 1, 3, 0, 0, 0, 0, 0]",[0.8183510360853147],0
-6.37702173045702E+018,"He bowed courteously to the communicative townsman, and whispering a few words to his Indian attendant, they both made their way through the crowd. Nathaniel Hawthorne, The Scarlet Letter","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9628400450915919],0
-2.11976062989653E+018,"spent yesterday afternoon searching the streets and pubs for her glasses, only to return home and be told that they were in the corridor the whole time. FML.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9066473728043223],0
-3.98618905765027E+018,"A REAL AND NICE FACT:  /wala naman mali kung aminin mong  inlove ka sa kanya ang mali ay yung  pilit mong tinatanggi kahit sobrang obvious na../""  (^tama^)..))""","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9402975623703181],0
-5.35056815692783E+018,so she of the tattooed face admitted she lied... What a fckn surprise. Ha! I love it when I'm proven right.,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 1]",[0.783730283124899],0
-5.00122934382467E+018,SAY WHATTTTTTTTTTTTTTTTTTTTT??????????????????? (high pitch voice)  Trying to repair my Chemistry project is stressing me out lol.  Im also hongry.  And many things were a problem for me until the internet decided to return to my house.,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",[0.8756298622468469],0
7.99029905872769E+017,I'm going to be very annoyed if I have to get up at 5:30 and go to DSC only to find out that my classes are cancelled due to weather. I'm not even sure I can get to my afternoon class. Missing the first day of class is probably not the best way to make a good impression with the professor. ://,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9424019218530028],0
-2.50612822915292E+018,so get this my new address 444 S 4th and Sages birthday 1\14\11 me and Randy meet on 4th St I just thought this was a little odd.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.900372737605168],0
3.79412459667466E+017,"All your friends will hate your guts//If you don't stand still//Your family will disown your butt//And probably have you killed//And if you have a girlfriend//Which we all know you don't//But if you do she'd leave you//And then you definitely won't!//...have a girlfriend...  Julian Smith, Red Eye Flashes Twice","[5, 5, 7, 9, 5, 5, 3, 1, 3, 6]",[0.9577170062561052],1
9.93362455916598E+017,"*No, I don't know what it is, but I bet I could add up all the change in your purse very fast*","[5, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8214037278237855],0
3.13534490958041E+018,Is trying to figure out what is wrong with the stupid site she is trying to read a manga on WHY WONT YOU WORK?!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8282223849058179],0
2.79219963771754E+017,"/In due time   We'll finally see   There's barely time   For us to breathe./"" -The Postal Service""","[9, 9, 9, 5, 7, 3, 4, 1, 0, 0]",[0.9248979476170381],1
3.37381469937532E+018,"Your  car is Japanese. Your pizza is Italian. Your potato is German. Your  wine is Chilean, Australian, S. African. Your democracy is Greek. Your  coffee is Brazilian. Your tea is Tamil. Your fashion is French. Your  shirt is Indian. Your shoes are Thai. Your electronics are  ...Chinese.Your vodka is Russian. And you complain that your neighbor is  an immigrant? Pull yourself together!Copy if you stand against racism","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8372046133949369],0
-5.2268089395744E+018,"No matter how much we love and care for a person, if we are uncertain of our position, there will be a point when the only thing certain is to give up","[1, 5, 5, 5, 1, 1, 1, 1, 1, 0]",[0.9319979524372367],1
7.11959611374111E+017,"All I see is little pieces of past future feelings personifications, constantly shifting from one moment to the next, and sometimes settling into one massive confused pile. I am vast. There is a city inside of my head, but I am not that city, I am only watching it. I am outside of it, removed from it, I am nowhere to be found.","[1, 1, 1, 1, 1, 1, 1, 1, 3, 1]",[0.8999406207883219],0
-6.96886307892179E+018,"Daily Tarot Reading -- 1: Ace of Wands // 2: Temperance // 3: The Tower // 4: Eight of Wands // 5: Five of Cups // 6: Queen of Swords // 7: Six of Coins // 8: The High Priestess // 9: Two of Swords // 10: Four of Cups. {More bad news, I fear. 4 o' Cups indicates a","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8831076779691801],0
6.8839002246846E+018,Omg. We did it. We did it. We did it well. I am glad it happend. I think I did well.,"[1, 1, 1, 1, 5, 1, 1, 1, 0, 0]",[0.7639907834881907],0
-3.48823367529301E+018,me and my grandma were talking about when we were going to get the cat fixed and then maddie asked what that ment and i told her that he was broken and needs to get fixed lol,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8263584434983915],0
7.07029825428943E+018,Watching Digimon The Movie right now XD and going to watch billy and mandy where he turns to chocolate and eats himself oh i love my childhood movies//shows :),"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.7497325373918033],0
2.82029100527594E+018,"awwww see you's men and yer mixed signals and shit can fuck right off!! you either want the goods or you dinny mate, it really is THAT simple!!!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8785072055879778],0
-2.85374191454084E+017,"So I'm talking to a friend on MSN and she stops and says, /Nathan..? Why is our four year old running through the backyard","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8850490200886444],0
-8.724675435578E+018,"You thought that was a funny prank huh? Well think again!!! We will see if you will be thinking this is so funny after I expose you guys for the little immature kids that you are. You are all Sheep, and you shouldn't be proud of that.","[1, 1, 1, 1, 3, 1, 1, 1, 3, 0]",[0.9108924549298304],0
7.43295370779632E+018,"Describeme in ONE word, using the THIRD letter of you're name. This is fun. Answer me and then copy as you're status and see what people say about you.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9110912242170243],0
7.00267304420681E+018,"DADT was repealed, and NC's Burr was one of the eight Republicans to vote in favor of the repeal. :) Now talk about something else Diane Rehm.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8972226812177136],0
-4.02981797795427E+018,"Anybody happen to know when Actor's Theatre of Charlotte is doing a /pay what you can/"" night? $30 for a ticket my ass!""","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.8569278240956644],0
-4.40744277053485E+018,"AWESOME! There will be a Fable 3,4, AND 5! WOOHOO! I AM SO EXCITED!..FABLE 3 IN 2010 FOR XBOX 360! Xbox 720 comes out 2011-2012...New Halo Games are on their way as well! Halo 4 will probably be out for the XBOX 720...I AM SO EXCITED! NEW GAMES TO PLAY! I have already beaten Halo 3 and Fable 2...at least 8 times","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8911086654137605],0
7.7586732830602E+018,1//2 subjectNo Subject Much 2 my surprise...I am finding Tim McGraw very sexy! He is on Goodmorning America wit a cute lil hat and he,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9019139700060478],0
1.47632152520705E+018,"Wow. Figuring out a schedule should NOT be this impossible. The New Media department has the absolute STUPIDEST system for when classes are available-- and the fact that what's actually available when on SIS is different on BOTH the planning sheet AND the CIAS website?? Just great. Speaking of which, the CIAS website is freakin annoying.","[1, 1, 1, 1, 3, 3, 1, 1, 1, 1]",[0.8286028126533238],0
-7.59714524449322E+018,Great news today. We won another round in my lawsuit. Time to start swinging the bat and aim for the fence. No holds barred now. Things just got fun!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9190690053647645],0
-3.34932761090767E+018,Only Vanessa V. understands...lol hope you past the test tomorrow even though it doesn't matter,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8878605672686465],0
-9.50603998960044E+016,"Just brought the PITSTOP walls to the ground!!!!!! Since you never gave a damn in the first place, I think it's time you had the tables turned..............","[5, 5, 1, 3, 1, 1, 1, 1, 1, 0]",[0.9080675208137096],0
-7.46123599580884E+018,"Here's a challenge. Pick my biggest flaw, and post it here. Keep it short. If you have the gonads copy and paste and see what people think.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7997358981215932],0
-1.75194724126083E+018,"Spending my weekend, Monday and Tuesday turning out the vote!! Go Dayton!! (Betty, John Choi, Matt Bostrom, Alice Hausman, John Lesch, Ellen Anderson...everyone else too)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8891916144102454],0
3.72946497231192E+018,"Well, I've officially been wrung out of faith in humanity for the time being. A juvenile prank has ruined my night. I wish convincing little imbeciles actually had the guts to own up to their lies.","[1, 1, 1, 3, 1, 3, 1, 1, 1, 1]",[0.904974334818194],0
7.36008201257125E+018,feels best whn ur friends take your side and says we are with you in those times whn things are not in your favor and can make u get into low spirits ...   thanks both of you...:) :),"[5, 3, 1, 1, 7, 3, 5, 1, 1, 0]",[0.8773664556281554],0
7.73790614162293E+017,"Got a fanfic account, but then the computer failed on me so I only got to subscribe to people I know and write two paragraphs of my bio which prob'ly got deleted.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8786686286670455],0
-4.74936342785476E+018,played neopets for three hours. I'm cool. Now I'm off. Good night everyone. I hope you all have an incredible day tomorrow. Have fun with all of your new little toys.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8765369200750207],0
3.91423583529904E+016,may have killed off her college education and sense of taste while inhaling Clorox fumes...but the bathroom is so sparkly now :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9039434627336391],0
4.67279256088294E+018,"Was so moved 2night.God has really blessed me this weekend,being with His people & learning about the amazing things He has done 4 them encourages me 2 have faith in the plans He has for my life! God bless, stay safe & warm this weekend & spoil ur moms 2morrow with love!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8754759037280533],0
4.68699561375297E+018,"got a fresh stack of books while on an escapade to barnes and noble with Sarah Shulman last night :D //// we bow down and worhsip Him now. how great, how awesome is He?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8942083098497617],0
-5.13078241733086E+018,"I just did a full, careful cleaning of my computer with canned air. Aside from freezing my hand to both cans at various points, I also managed to drop my CPU running temperature by about 15 degrees Celsius. Danged Intel CPU cooler fins collect dust like nobody's business.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9279380822263523],0
7.34341966407849E+018,"Greatest man in history was named Jesus, had no servants, yet they called him Master. Had no degree, yet they called him Teacher. Had no medicines, yet they called him Healer. He had no army, yet kings feared Him. He won no military battles, yet he conquered the world. He committed no crime, yet they crucified Him. He was buried in a tomb, yet He lives today. Re-post if you believe Jesus is the reason for the season!","[4, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.982204646075982],1
5.69851103076987E+018,How the heck am I going to say to my parents that I want to be a sex therapist? Talking about sex with parents is like going over junior high sex ed again or asking where do babies come from. AWKWARD,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9084700222660669],0
5.84346367489319E+018,"Quite a while ago, I was walking to robotics, and saw a dark cloaked figure across the road from jessie maya and i. I looked for about ten seconds, then turned away and asked jessie if she'd seen anything. She said she hadn't, and I dismissed the apparition. About two weeks later, I was walking into the spot where my friends sit, and I feel a cape flowing out behind me.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.896701244876765],0
6.39247364825739E+018,I am Now faced with a very pressing delema..... let the puppies out now or wait until colten wakes up so they don't eat his face.....,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8452510653042905],0
7.30107735327597E+018,"omg snow! at least two inches of icy goodness expected in LI where i'm at. oh wait, imma be slipping on that snow on lirr platforms tomorrow...","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8926617236799985],0
-7.97168308971902E+018,WTF?! Skyward down for maintenance till the 23rd?! Dude I wanna know my schedule! You have got to be kidding me! >:(,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9071036585390415],0
-2.83872112119774E+018,"To paraphrase an anonymous modern sage, It's a sad fact that how much you like someone is often inversely proportional to how much they like you.","[1, 1, 5, 3, 1, 1, 1, 1, 1, 1]",[0.846595952941249],0
8.63476480427307E+018,IF You get a message from someone that says I have a photocopy of you please do not open. It is a virus !,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8420978439374214],0
-6.07051551220437E+018,"The greatest happiness in life is knowing that you are loved for who you are, and sometimes in spite of who you are. Give this happiness to your family, to your friends, and to your neighbors. <3","[1, 1, 3, 1, 3, 3, 1, 2, 4, 0]",[0.8850133465377764],0
-7.69571898248716E+018,"I really like What Chili Wants on VH1- glad Im not the only one with issues with guys, but at the same time she's tryin to fix them. She's like a good role model..buuut, it IS a gorgeous day so I might just have to turn the box off, n go do somethin to enjoy it! Hope everyone has a good day!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9044245132623008],0
-5.12710337355381E+017,If you want to know your past - look into your present conditions. If you want to know your future - look into your present actions.,"[2, 3, 3, 1, 1, 7, 1, 1, 5, 0]",[0.9163469623087452],0
7.49921871565043E+018,"I can't hold on to me. Wonder what's wrong with me?  Lithium, i wanna stay in love with my sorrow.","[5, 5, 9, 7, 3, 1, 9, 5, 0, 0]",[0.9200292374671732],0
6.99809157595949E+018,Is anyone else just done with the people who overreact and constantly think you are lying just because you give them your honest opinion? I am. Not texting certain people and I'm staying off the internet till my temper cools. Gonna play call of duty for now. Just can't wait for monday then I can hang out with a bunch of friends I have yet to meet.,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.9643260119431029],0
-3.61360213260523E+018,Had a great 4days off!!!! Cherry on top was going to The Clifford's' house and enjoy dinner with them as well as Andrew and Aj!,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8634010609438116],0
-5.44888166760956E+018,"Fuck it. With two of my favorite people in the world. Letting go of the past, and glad to be moving on. I can't wait <3","[1, 5, 1, 5, 3, 1, 1, 5, 1, 0]",[0.883377268788401],0
7.52099305078419E+018,"I will finish the first half of the chapter, I will finish the first half of the chapter, I will finish the first half of the chapter.....","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8149937663729164],0
6.29844399167903E+018,...sing us a song your'e the piano man...sing us a song tonight...well we're all in the mood for a melody...and you've got us feeling all right... :D,"[5, 9, 3, 5, 1, 6, 3, 0, 0, 0]",[0.9540107322152556],1
3.77435502882832E+018,"sigh... disappointed to say the least. why must people follow the stereotypical way groups tend to go. people need to learn to be themselves. just be kind to other people. its not that difficult. sure you can do whatever ever you want in this world, but as a wise man once told me, / It's all permissable","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8872213427548259],0
7.61375893205774E+018,"forgot my cell phone//coffee cup this morning, and snowing, but hey on the plus side at least I remembered my gym bag!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8542091353346415],0
-5.74644880342309E+018,"Higher Groundin konsertti l├ñhestyy! Jos haluat kokea upean musiikillisen el├ñmyksen, multa voi ostaa lippuja.;) Konsertti on siis Helsingin Kulttuuritalolla la 5.2. klo 19 alkaen. Liput maksaa vain 20e. Jos kiinnostaa, pist├ñ viesti├ñ inboxiin.","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9085794208372749],0
-7.32597791387401E+018,"Mi jefa tendr├¡a que haber vuelto el d├¡a 26 de vacaciones. Quien dijo crisis? La crisis es para los de siempre. Seguro que a ella nadie le dice que por lo menos tiene trabajo, cuando se queja, ah no, que ella no se queja porque a ella no la explotan. Trabajar 2 horas al dia por 1500 euros al mes + extras no creo que sea mucha explotaci├│n. Esa es la puta diferencia, a ver si os enterais.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9702816774157428],0
-2.83953161372743E+018,"Cannae beleive that FKN Royal Mail bunch , sent Kirsty a card (as usual) and the C***'s didnt try to deliver it till half past two , FKD my head right in . . . im glad i asked if Kirsty got it","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8886393238521817],0
8.85023910512208E+018,"I didn't step in because I felt it was /the right thing to do/"". I did it because letting it go on would further irritate me.""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.5509964905221352],0
-8.9620357862703E+018,"I don't like riding down the highway seeing a fear of mine in a truck next to our car, only to push myself as far towards the car and try to get away from it, only to have it taunt me sticking it's snout out of the side of the truck!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9116358256464279],0
4.92953212797061E+018,"OH...SO NERVOUS...WHAT IF SENIOR PICKS COME OUT HORRIBLE? I HOPE NOT! AND MOM DIDNT MAKE ME FEEL BETTER BY SAYING SHE HATED HER'S AND THAT ITS GONNA LAST FOREVER AND EVER AND EVER...JUST LIKE HER'S! THOUGH...I'VE NEVER HAD A BAD SCHOOL PICTURE B4, SO...I DOUBT IT! STILL WONDER Y IM SCARED THOUGH?","[1, 1, 1, 1, 3, 1, 2, 1, 1, 1]",[0.9166016905306316],0
7.12345153136564E+018,I need some relatives out here please! The weather averages 70 degrees in February and you have the option of going either to the mountains or the beach or fishing and camping or gazing at the stars in Hollywood. It's a big state...you'll never be bored.   <3 COME AND JOIN US IN CALIFORNIA!! <3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.918775866266621],0
6.8037116500345E+017,just talked to my baby not long enough but good to hear his voice its a wonder wat love can do and you also realize how much you do love someone once they are gone cherish your significate other dont waste it fighting or bein suspicious be happy god granted you a child of his to love,"[1, 3, 1, 3, 3, 1, 1, 1, 1, 0]",[0.9166387460113107],0
4.41297243760976E+018,Oh. My. God. I finally finished a proof on my own!! :D I probably got the wrong though... But I don't care! I finished it! :),"[3, 5, 5, 3, 3, 5, 3, 1, 1, 1]",[0.8807843838537541],0
5.9140005521656E+018,"So, Me and Lorrii Carawayy traded shoes. My new ones are purple, and her new ones are blue or red! :D","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8096364015329158],0
3.47376152882496E+018,I think computer viruses should count as life. I think it says something about human nature that the only form of life we have created so far is purely destructive. We've created life in our own image. - Stephen Hawking,"[5, 3, 4, 1, 3, 1, 1, 3, 1, 5]",[0.9823210463637609],1
1.47701917384155E+018,"Just for fun on my birthday - When I blow out my candles tonight, what do you think I should wish for?","[5, 3, 4, 5, 1, 1, 1, 1, 1, 1]",[0.8261285817700954],0
2.85209788798953E+018,"A drunk driver is pulled over by a female officer. She tells him anything he says, can and will be held against him. He says /TITTIES/"". LOL""","[1, 1, 1, 1, 1, 1, 1, 3, 1, 1]",[0.8170591218008766],0
-6.12263294055795E+018,my baby is three months old and just now grew out of her newborn clothes and entered 0-3 mo yet shes just as tall as her 6mo old cousin... i should get this kid into modeling shes tall and skinny already lol,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8613864771737484],0
8.1657799346011E+018,"Got a job work interview with Kyle vet clinic, the nearest of 3 clinics i applied for near my parents house. Going in Tuesday (6//15) from 8-10am to see everything and see how i can hlpe out. If things work out, means i'll be fencing at AFC full time again this summer! WOOT! Job is for a part-time summer position.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9366286715911138],0
-8.24396928021373E+018,Only shadows and impressions are left for me to hold  My heart would burst for you if that would make you whole,"[5, 1, 3, 5, 9, 3, 9, 9, 4, 1]",[0.9482011112036377],1
8.18231924411271E+018,"Have you ever wondered... is the glass half empty or half full... well what i think is, it depends on what's in it? If it is a glass full of S**t then ew half empty, but if it is full of maybe the yummiest Dr Pepper, then i'd say half full. (wouldn't you? ^.^) ~~~ Courtesy of a joke made by the greatest Demitri Martin (the bestest comiedian ever, until he made that show of his)","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9151222325658237],0
3.29246849422545E+018,"Was on complete bed rest since wednesday,  feeling quite well today,  still all files, assignments incomplete,  last date of submission was friday(at any cost)...  wht to do??","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8740301828220951],0
1.29256010672698E+018,"Moving to Aberdeen with my fincee and his kids are moving with us, that will make 6 kids and 1 grandchild, i will miss my other grandchild that will be born in the next few weeks","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8630294220152089],0
-3.8523724635285E+018,"late Anon. valentine's day quotes~~Anyone can catch your eye, but it takes someone truly special to catch your heart.~~Contrary to what the cynics say, distance is not for the fearful, it is for the bold. It's for those who are willing to spend a lot of time alone in exchange for a little time with the one they love. It's for those knowing a good thing when they see it, even if they don't see it nearly enough.","[1, 1, 1, 1, 3, 1, 1, 1, 1, 0]",[0.9409841546760052],1
-7.70173604114439E+018,"My favorite letters are- D, H, I, J, K, L, M, O, P, R, S, T, U, V, & X. Okay? Okay.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8897836143088359],0
7.61685627966963E+018,"you're just one of those people that are now very easy to dislike, stop being so full of yourself you're rally not that great","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8917840161930837],0
1.19778189515853E+018,"Ashley now down to 130lbs and dropping! Yay!!!!!!!!!!!!!!!! Hard to believe I was like 167lbs at one point...still taking forever...lots of plateuing on this journey to better myself, but I will make it no matter what comes my way! No bulgy veins, too ripped to move without sqeaking look though thats just SICKO!!!!!!!!","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8918290464748506],0
1.34091214836787E+018,Children: You spend the first 2 years of their life teaching them to walk and talk. Then you spend the next 16 years telling them to sit down and shut-up.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8982816178897794],0
-5.90983629619867E+018,Attn! Hubby and I are hoping for a date night this Wednesday evening. If you are up for having the kids over from around 5 till around 9 at the latest please send me or Ben Maxwell a message! THANKS!! :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8485220179564974],0
-8.95008410792602E+018,OMG! I went in for my interview and they hired me right then and there! I'm now a Target Team Member! <3 I get to work with Brandon Gilmore and Katie Nix! Two of my absolute favourite people! I'm so happy! England tomorrow! <3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.906376607863233],0
2.05399965446437E+018,"Oh, oh, oh, oh, oh, oh mysterious girl. I wanna get close to you! Haha the songs I get stuck in my head are ridiculous : D","[3, 5, 1, 1, 1, 1, 3, 1, 1, 0]",[0.7727060885455984],0
-8.8325657995485E+018,if ur my m8 like my status if u think im awesome nd//or u r rel8ed aswell comment on this. put this on ur status and c wot u get,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8011719261928083],0
5.97675468135172E+018,"I haven't been on in awhile due to a horseback riding accident. I'm fine, I just can't walk up or down stairs, or sit down comfortably.","[1, 1, 1, 1, 1, 1, 5, 1, 3, 1]",[0.9266575375398571],0
1.54028147079727E+018,there is so much insanity going on with the Cohoes fire department right now. I actually wish I was home to see first hand what's going on.,"[1, 1, 1, 1, 1, 1, 1, 3, 1, 0]",[0.8890496708169694],0
2.85655604218657E+017,"My legs hurts for some odd reason, I'm tired and I have to finish my photography by tomorrow morning -.- ...andIstillwantsahug...xD On the other hand House was amazing =D","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9038279205868375],0
-3.27155117494708E+017,"haha Bradon is so kute. he turned 3 2day n so we went 2 Chuck E Cheese n he got a picture wit the REAL Chuckie cheese. not the fake 1s on the stage, the real 1. it was his 1st time goin u shouldve seen his face! haha","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8755022908092827],0
-4.15061604982546E+018,Shari was gonna get offline & not post in third person but then she decided not to.You are welcome all the nobodys not talkin to her.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9184854312546271],0
