hash,text,count
-6316729939374560453,"my husband is at a cubs game with, check this out, my stepfather ( his step father-in-law) his step brother-in-law, and his step father-in-law's x-wife's husband. Should I draw a diagram?","[0, 0, 0, 0, 0, 0, 0]"
-1352315758497576778,"making my sign for Chill Beats 2010 and waiting to find out if Phil Yam and Sal Saia are alive or not. GO TO CHILL BEATS!!! Ingle auditorium, $6 to get in to the best a cappella show you're gunna see this year.Think about why you're not going yet, then forget that crap and be there! 8Beat Measure is awesome, don't miss out!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
60190644605778969,I'm fucking done. I don't need this type of shit in my life. If people don't grow up and stop controlling other things because of something that has happened to them then someone please help them.,"[0, 2, 0, 0, 0, 0, 2, 0, 0, 0]"
4888114461026590885,"sooooooooooo tiiiired :P had fun last night, tonite.. spending time with my luvie <3 can't even wait!!!! Reading week next week ;D whoot!","[0, 0, 0, 0]"
4411292134302542929,"Dear @$$ Hole,  I hate you so much you made me so stressed yesterday I was acting mean like I had no heart just like you >:o I hope you die and go to hell.  From  Octavia Asia Smith x//3","[0, 0, 0, 5, 4]"
-831592091310987002,"woah that was freaky, it looked like my bedroom door shut itself but when I went closer I could see whodunnit: the cat :P","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5730295459226480409,there comes a time where you either shut up and get married or just break up for good - at some point the game has to end... im exhausted and i just read about it on my status updates! gosh lol,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3916228710350454505,"wants to go somewhere cool. If anyone wants to abduct me and take me to, like, the mountains or the Northwest Pacific coast, feel free!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7863073591344684917,"Ok, so here is the deal. Everybody is to drop what they are doing, immediately, and come and kidnap me, and take me away to Luther, ok? Ok . . please and thank you. BECAUSE I MISS YOU ALL WAY TOO MUCH AND IT ISN'T FAIR >_< The end . . . . . . .","[0, 0, 4, 2]"
5246463752439002621,"got stung from poisonous plants in weed garden, this sucks, half done cutting hedges and starting to rain, to short to cut the middle of hedges, now what am i gonna do :(","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
7211933378015158493,": failed at pouring peas into the pan, they went all over the floor, all over the hob and even into the oven gloves!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2701792862862678573,I want the 'Kokoro no Tamago' book... I wish DelRey would license it... Wait. I don't want DelRey anywhere near that book!! They killed the translations for Shugo Chara! enough!! I hope I can order it online...,"[6, 0, 2, 0, 0, 0, 0, 0, 0]"
-8782936659673837890,"To all my friends and family who came over, FB messaged, texted and called to tell me Happy Birthday, from the bottom of my heart, you guys are awesome and I thank you.","[0, 0, 0, 2, 0, 0, 0, 0, 0]"
-6050048947261843391,"horoscope:Tuesday, May 11th, 2010 Even if you have done a good  job of maintaining an even keel, the winds are picking up now and could  fill your sails. Logical Mercury is turning direct today in your 8th  House of Intimacy, which could tilt your passions toward or away from  someone. Your emotions will be intense whichever way you go. Don't try  to restrain yourself now; share with conviction what's in your heart.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8313186618434209090,"did my speech today. Guess its nice to have it done and over with, although i did read like every other sentence from my Q-cards (i had the majority of it memorized before, ok? i just kinda forget it when i got up there:P) but anywho now i dont have to work on my speech on top of studying for geo and history","[0, 0, 0, 0, 0, 0, 0]"
-2576931546272332320,I know been gone for awhile . I'm back but will be watching my time more closely here. thank all of you for being precious friends and family.,"[4, 2, 0, 0, 4, 0, 0, 0, 4, 0]"
-8745145987555997086,Wow really? You don't care that i want to go home? You don't care that i am willing to walk? You just tell me not to get hit by a car. Bad parenting geez.,"[2, 2, 0, 4, 0, 0, 0, 0, 0]"
-1263587682255686818,my son turned one yesterday....... it seems like i just brought him home from the hospital not that long ago where is the time going,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-1617952374798098500,its not bout findn da 1 2 mend da missn pieces of ur <//3 but 2 keep follown da missn pieces dat u come across while walkn down ur path leadn u 2 da 1 dat da pieces blong 2 if u hav faith & keep seekn 4 da owner w// patience due n good time both of u will open ur eyes 2 eachother & n dat moment u will hav put 2gether da pieces dat u thought were lost R n da hands of ur other formn both halves as 1 completen 1 another,"[4, 0, 2, 2, 0, 0, 0, 6, 0, 0]"
-8031857484094339181,"I get sooo happy to hear your small voice on the phone, but also I get sooo much sadder because I want to hold you my precious boy :) <3","[2, 0, 8, 0, 2, 0, 0, 0, 0, 2]"
-293391204143993963,went to cook eggs and got a tad carried away and made a fried breakfast fit for a king.........shame i'm not particularly hungry.,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
2302904555849883983,"Out losing at sum bingo. All Ive won was a cpu to play on. Ya'll send sum luck my way, the 750 gm next! BINGO!!","[0, 8, 0, 0, 0, 0, 0, 0, 0]"
-4009819031928003568,When I get mad and I get pissed I grab out my pen and write out a list of all the assholes that wont be missed youve made my shit list L7?,"[4, 6, 8, 8, 2, 3, 3, 5, 4]"
9195096975705689124,Have you ever wished for an endless night? Lassoed the moon and the stars and pulled that rope tight. Have you ever held your breath and asked yourself will it ever get better than tonight? PINK: Glitter In the Air,"[8, 4, 2, 8, 0, 0, 2, 6]"
-922737488348183458,"2 days ago,  I was having a look, in a book,  and I saw a pictured of a guy fried up above his knee.  I said I can relate, 'cause lately i've been  thinking of combustication as a welcome  vacation from the planet Earth.  Like, Gravity, Hypocracy, and the parrol's of being in 3D,  ..but thinking so much differently.","[4, 4, 4, 2, 0, 4, 8, 0, 8, 4]"
-7971418695889160828,My tummy is peeling where I got burnt last week...ew. -├Å- and I made use of my MAD NINJA FLEXIBILITY SKILLZ today XD,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-325266907111959050,"We touch I feel a rush, we clutch, it isn't much but it's enough to make me wonder what's in store for us","[4, 6, 4, 8, 4, 2, 4, 0]"
-1115939732442299379,"My apartment building burned in a fire. Now I'm homeless until they move me into a new place. Could be this weekend, but most of my stuff will be a loss due to water damage. Is there any such thing as good luck?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3598499153983567387,"What a fantastic weekend! Had so much fun at Leigh, Heather, and Holly's birthday party. Last night at the Gypsy I saw people I hadn't seen in forever! My life is pretty darn great!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3496507748565581642,(918):  when she said she was from California you started sobbing. You begged her not to melt your popsicle because you paid good money for it and you just wanted to eat it in peace.,"[0, 4, 0, 0, 0, 0, 0, 0, 0]"
-1271965214487523294,"Dad's home for a month, he's going to be there for my 18th birthday, and this is the longest I've get to see him since March of last year, not to mention Outdoor School, so why do I feel like I'm missing something?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1947412372517790032,"When you try your best but you don't succeed, when you get what you want but not what you need... Stuck in reverse...","[4, 4, 8, 2, 2, 0, 2, 6]"
7881414442197290907,"So happy today ... ^___^ ... up until now, I can say that most of things that happening now isn't what I was expected. These are not what I prefer and some are unacceptable. But I've found my answers on the /WHY/"" questions and find certainty. Bad things happens all the time. We take care of it and work to overcome it.""","[0, 0, 0, 0, 0]"
-4294437090169609258,"Here s one for the day :  A man joined Facebook..  His son's status read the next day like this : /Dad joined fb!!! ... WTF!!! /""  Dad asked him wht was wtf?  Loving son replied /"" WELCOME TO FACEBOOK DAd!!!! /""""","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
8372694410759604813,In the dark blue sky you keep  And often thro' my curtains peep  For you never shut your eye  Til the sun is in the sky,"[0, 4, 0, 0, 8, 4, 0, 0, 0, 2]"
-5434222511342572244,"was getting a fruit cup with those thin plastic lids...the ones that always squirt when you open them. sure enough the juice squirted all over my leg, and desk, and the floor. it was a mess, yet the only thing that came outta my mouth was /ohhh!/""...with a smile! it was the most carefree moment of my life.""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6066417047681606335,I thought I lost my first email account.... but I forgot that I changed the password from  pla********* to Pla***********,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4895934428420929080,why do the adults in my life keep making me do things i obviously don't want to because they're too damn lazy to do it themselves? This is getting really annoting and I really hate walking around my neighborhood ronning errands for lazy people due to the fact that everytime I step out the house some hood rat and//or bum trys hitting on me. -_- fml,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7824924582583077290,"Wonder of the World, You've been so wonderful to me, and as long as I can speak, I will say so. Wonder of the world, You're on display for all to see, and for all eternity, I will say so.","[8, 8, 0, 4, 0, 0, 0, 0, 2, 0]"
-3683185317686349629,"is at the frankfurt flughafen, waiting eagerly to check in and boad the plane! only 8.5 hrs left of sitting here!  oh my....","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6302910877320924458,"Well, I have as much done as I can for my study abroad. Even now I'm thinking about packing, as far away as it is. Only adds to my nervousness. >_<","[2, 0, 0, 0, 0]"
2733488232597357075,"Sent my computer off to be repaired last week, I got it back today. They didn't repair anything that needed to be repaired and they sat a soda on the lid and it SPILLED all over everything. (They didn't bother cleaning it up before returning it to me either.) Learn from my fail and never buy or own a dell computer. Their tech-support is pure shit and they don't get anything done the first time.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8482340608929530544,"Attention in the facility, attention in the facility.  If you have soggy Whitcomb's keys, return them. Thank you.  Uhhhhh...","[0, 0, 0, 0, 0, 0, 0, 0]"
-5366042468970615476,"awesome weekend :: went into DC, saw the mall :] washington, lincoln, vietnam & WWII memorials. allllll really sweet buildings. being next to the huge lincoln statue was really surreal. //// [http:////www.formspring.me//fullahhhh]","[0, 0, 0, 0, 0]"
4012456156654193312,The world of sales sucks balls like the nazzerine fools do. Ive got a degree in psychology and the idiots still quite grasp the fact that 99.9% of the crap they preach is total bollocks. Their is more than one way to motiviate people and their are other factors in play other than just a decent sales pitch.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9127893280276797727,If blood is to be taboo  We are cursed for the rest of our lives  If blood is life  Then we are blessed  Yet this world is not fair  Yet this world is fair  So what is this world?  Did Adam's Curse destroy us?  Or did it create us?  I wish to seek what this curse is  and I wish to know it.,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
6195429579025187351,"oh, a call from Tekonsha, MN. how lovely. they don't know how to speak japanese. maybe i should move there and teach them the little bits i know and encourage them to keep learning. ^o^ <3 yeah? -_- yes.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6147686474777756173,"Got some more school stuff done. AWESOMENESS! Now, I just have to work on a speech about wind turbines and a position paper on /Does war change a society?/"" or something of the like. =D=D=D=D""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6734928544991893521,"COLOURS  If roses can be red, yellow, pink and white,And still be roses  If hair can be blonde, brown, black, white and redAnd still be hair  Then why can't we be be brown, black white pink and yellow,And still be people?  By Aoife","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-9049476286571478528,"I hope Robb n Kirsty have a great week-end , n to all my friends n Family n shit hope u have a brill week-end Luv Y'all . . . XXXX X o X o","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6603764573648290053,"Is proud of herself! Is not procrastinating and just completed Archaeology homework recieved today even though it wasn't due 'til Thursday AND wrote a copious amount of notes for discussion!! Yay me! XD For those who don't know, I am the Procrastinating QUEEN so this is kinda a big deal for me :)","[0, 0, 0, 0, 0, 0, 0]"
3077482683863986873,I'm pregnant.....possibly 2 and a half months but I wont know until my firsr prenatal visit. Any bets on what the sex will be?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2348748419612368047,"in my dream, it was 6:33 in the afternoon. I woke up and got dressed frantically because i have a certification test at 6pm that i couldnt be late for. It wasnt until i was almost in my car did i realize it was 10 in the morning.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3331508879355958854,"Sugar's Goin Goodnight,  Your Baby's Leavin You,  Sugar's Gonna Realize  So Baby Goodbye,  Sleep Tight Tonight,  Goodnight,  <3","[0, 4, 6, 2, 0, 0, 4]"
528286970192887913,I can't tell whether this is a result of global weirding or if this is just normal Pittsburgh weather (which isn't so normal to begin with)...,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-234726830042359334,"There's a hole in the world like a great black pit, And it's filled with people who are filled with /spit/""","[8, 8, 6, 2, 0, 6, 4, 4]"
7901186277199490069,Is dying so hot outside stupid sun bring on the skin cancer that is most likely what i have still have to go see a doctor about it,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8022181194789562816,"I'm so happy cuz today I found my friends.. they're in my head.... I'm so ugly, but that's okay, cuz so are you.... I love Nirvana :)","[4, 4, 2, 2, 2, 2, 0, 0]"
-7074955506716795037,"Get  This Fully Right! My Full Proper Name, My Age, Primary And Secondary  School, My Birthday, My Best Friend, Eye Colour, Favourite Colour, If I  Have Any Pets And Whats It's Name, My Favourite Drink, My Mum's Name.  Put This As Your Status And See Who Knows You Best!","[0, 2, 2, 0, 0, 0, 0, 0, 0, 0]"
-829880242994816781,What if God was one of us?  Just a slob like one of us  Just a stranger on the bus  Trying to make his way home....,"[4, 0, 2, 8, 2, 0, 0, 0]"
5185982390798378756,"had enuf of doggy rows-SWEAR Ill walk-feed -stay up with - clean shit up, u wont do a fing...8 dys l8r n Josh cant be assed, Tobys given up, Cory sez I hate it n Amber sez I didnt want a f'ing dog neway...my b-rms covered in doghair, n dogwee, Im t' only eejit getting up 5am n Im the only numpty walkin 8 mls a day no matter what the weather as well as ..oh YAy- roll on tuesday I WANT MY SODDING HOUSE BACK",[0]
95467249790377854,": just got rid of the biggest spider ever from Kim Ringo Dunk's room, step several up the depletion of phobia ladder!]","[0, 0, 0, 0, 0, 0, 0]"
2117613866045430871,"Keach, I'm sorry. I'm really sorry ha. If I knew that It would anger you like that, then I would never have insulted you that way. I'm really sorry. I hope this public apology would make you feel better...","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2571327842482108294,"New employee complains to help desk that there's something wrong with her password. No, it's not CAPS lock. /The problem is that whenever I type the password","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6784540863580279015,lol. well...that last status update wasn't from me. It was actually from my sister :// too bad I have no soul and don't cry at movies,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
7418546287359475132,The song maker says it ain't so bad  The dream maker's gonna make you mad  The spaceman says everybody look down  It's all in your mind,"[4, 6, 2, 8, 4, 0, 8, 3]"
6455456286515160017,"Anyone know how to make a decision where you have to do something, but are given no options, not even one?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2964862101479956264,Well I'm trying to put together a video of Erin Feis stuff but movie maker is leaving out the sound :(,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2627836736866615508,"I don't want to sound like a whiny baby, but I really need a break. I'm just really overwhelmed and it's turning me into something I don't want to be.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7236108423276832936,"So this is what jealousy feels like...It's annoying, but I don't see how some people can't control it. You know like digging through their stuff and undermining all their friends. That's just cruel to do, I believe that's way too much drama for my Karma. Still like green though, that was random but I'm sticking to it XP Green. I know our story doesn't end here.","[0, 0, 0, 0, 0, 0, 0, 0]"
-968945469868666737,"People I can do without: Men who call their wives Mama or, worse, Mom, even when their kids aren't within earshot. You're middle-aged and married and what you are doing is creepy. Every time you refer to your wife as Mama or, worse, Mom, you should schmanked across the mouth with a partially-thawed trout.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3102253294039378765,"Ya know listening to love songs sometimes relaxes me other time I get depressed. Mostly cause it makes me think of the 3 guys I was ever interested in, (not that I would ever tell who they were), one of which broke my heart.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2525932664808357212,aaaaaaaaaah!!!!!!!!!!!!! SMT: Devil Survivor Overclocked!!!!!!!!!! nisiquiera termine el primero y me salen con esto!! y para acabarla es para el 3ds!! no es justo!,"[0, 0, 0, 0, 0]"
8439665018442536188,"Ah, I most unfortunately appear to have contracted an illness nasally. I have class, so unless my parents force me, I shan't attend school tomorrow, in the interest of stopping the spread.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6273920912668804881,We just walked all the way to the store in the ice covered snow just for them to tell us it was closed. Jerks.,"[0, 4, 0, 0, 0, 0, 0, 0, 2, 0]"
4617510098358883390,"If he shows fight, the soldiers fire and he┬Æs a dead man; if he gives in, he degrades himself and he is no longer a man at all; shame and fear will split up his character and make his inmost self fall to pieces.",[0]
4172390987545327877,"At first I couldnt remember why I hated going to the hospital, and now I remember. Long wait, bad news, and more crap I cant afford.God I love having doors ripped open,........","[4, 2, 2, 4, 0, 0, 0, 0, 0, 0]"
-1960157660071611433,"I was just about to mail a letter to my evil twinWhen I got a nasty paper cut  And, well, to make a long story short  It got infected and I died","[4, 2, 0, 0, 0, 4, 2, 8, 4, 5]"
-99193127061758023,"For through Your suffering I am free: Death is crushed to death, life is mine to live; won through your self-less love. This is the power of the cross: Son of God, slain for us. what a life, what a cost! We stand forgiven at the cross!!!!","[0, 0, 4, 6, 0, 0, 0, 2, 2]"
-5923337418017264532,"Thought of you with love today, but that is nothing new. I thought about you yesterday and days before that too. I think of you in silence, I often speak your name. All I have are memories and a picture in a frame. Your memory is a keepsake, with which I will never part. God has you in his keeping, I have you... in my heart. Repost if you have a loved one in heaven.","[0, 0, 0, 2, 1, 0, 0, 0, 0]"
8190422969282977738,spent yesterday hanging with orphans. got pics but have to wait to get home to post. goin to do more today then we're gonna go for a night safari tonight I believe,"[0, 0, 0, 0, 0, 0, 0, 0]"
7902489304265042614,"We had a great barbeque for James' birthday today! Lots of yummy food (thanks to LJ for cooking the meat for us!), lots of friends, and lots of fun!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2817322545557020306,"/So let's cut fast to the car crash where the future went down with the past cause this beat wont wait for you./""""","[4, 4, 0, 4, 4, 0, 4, 4]"
-1874375216662054232,"The only verdict is vengeance; a vendetta held as a votive, not in vain, for the value and veracity of such shall one day vindicate the vigilant and the virtuous. Verily, this vichyssoise of verbiage veers most verbose, so let me simply add that it's my very good honor to meet you and you may call me V.","[2, 2, 4, 0, 2, 0, 0, 0, 4]"
-7999072071608047923,"/Always do your best by your family. Go to work every day. Always speak your mind. Never hurt anyone that doesn't deserve it. Never take anything from the bad guys./""   Words to live by.""","[3, 0, 4, 2, 0, 0, 4, 6, 0]"
1626177145487042793,"This is going to sound weird, Frontierville friends. I have the app, but I don't play it. Don't send me gifts, you're wasting your time. But if you ask for things, I'll give them to you whenever I get on. So don't send me gifts, but ask me for crap. You're welcome.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-4096664885845477039,"saw the new year in with great friends, swimming, drinkies and loads of sunshine, glow worms and shooting stars, Hot Water beach, Hahei beach, Cathedral Cove, Kaiate Falls. I hope you all had a great start to the new year too!","[0, 0, 0, 0, 0]"
6194491911625368409,"1 Corinthians 6:19-20  Do you not know that your bodies are temples of the Holy Spirit, who is in you, whom you have received from God? You are not your own; you were bought at a price. Therefore honor God with your bodies.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4158330888212841303,"Internet seems to have returned sadly mail.com, where my default personal email is seems to be down and has been since the brief time I was on hours ago. If, for any reason someone needs to get a hold of me message me here instead^^","[0, 0, 0, 0, 0, 0, 0, 0]"
4721402368536152854,"Whenever u feel low, depressed or useless, remember that u r the same sperm that won a battle against a million others.:)","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
-6987535669781602132,Any GOS student who comes to me complaining about how 'early' the next school year starts are gonna get a 'nice little lecture' from me...┬ñ_┬ñ,"[0, 0, 0, 0, 0]"
-8278659854255891567,Six days till vacation and I'm pretty damn sure I'm getting sick!! Factor in the sunburn and 60+ bug bites I'm currently sporting from head to toe and you've got a very unhappy Melissa.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-4520706368243959757,Just to say.... I dont add people who I didnt personally meet and remember. I dont even reply to it.......... pass it on....,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3864454144256512395,I had fun shooting the rifle~ <3 I didn't know that my dad was a sniper. O.o Now I know where I get my traits from...,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-765677197533995013,"I just realized I have no roots... I mean to say if I was to move I don't think I'd talk to any of my friends. I never did before what's different now? Eh, I'm just depressed a bit depressed because of a webcomic called Pictures of You...","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8750228980464498578,"Today is National Coming Out Day; As a friend and supporter of the GLBT community, I wish to encourage tolerance and peace, and see an end to the bullying, hate and violence (physical, verbal, and cyber) that has been the cause of so much pain and death. I wish everyone peace! (Thanks, Karen Maurer, for letting me steal this)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159040718649173954,I remember the Darkness of my past. These memorys I wish I didn't have. I Let go. Never looked back. Never moving forward so there can't be a past.,"[4, 8, 4, 2, 4, 4, 0, 0]"
-6601661011715721744,"passed all JAA subjects with an average of 93%. Lowest was Principles of Flight at 90%, which is a massive relief. Roll on Phase 2 of Groundschool: Air Law, Navigation, Flight Performance, Radio Nav, Ops Procedures and Mass & Balance. :-D","[0, 0, 0, 0, 0]"
-7267304730693401091,Everyone needs to sit down so I can tell you somethin......  I am cooking dinner again! I am making rotisserie chicken in the microwave thanks to Jill for the invite for the Tupperware Holiday Cooking Class that reminded me I have these tools in my kitchen. So in about 20 minutes there will be this scrumptious chicken!,"[0, 0, 0, 0]"
1599315320521655033,"We all have a thousand  wishes... to be thinner..to have  more money..a cool car..a day  off..a new phone..to date the  person of your dreams. A cancer  patient only has one wish: to beat  this disease. In honor of someone  who died, or is fighting cancer, or  even had cancer...post this for at  least one hour.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8562842918263828383,"These are bad times for people who like to sit outside the library at dawn on a rainy morning and get ripped to the tits on crank and powerful music. Gonzo Papers, Vol. 3: Songs of the Doomed: More Notes on the Death of the American Dream Hunter S Thompson","[0, 0, 0, 0, 0, 0, 0, 2, 0]"
-7076851564287588423,"/Human nature is one of the most complext things to learn and one of the easiest things to lose./""   -E.A.W.""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-392237301417036393,"Life is more than just the air that we breathe every second of our lives, but how we live until it is time for us to take our one last breath.","[4, 4, 0, 0, 0, 6, 0, 0, 0, 0]"
1902470426095375746,"I'm really considering going vegan, so if everyone could just go ahead and get their hateful comments out of the way on this status, that would be lovely.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-646489576104422714,"I am soooo mad!! I just found out someone directly copied my hat design and has a booth selling them at the Fremont Sunday Market! they are the exact pattern of my hats and they are using most of the same fabrics and furs! I don't even know how long this has been going on. If anyone goes there in the coming weeks and sees them, be sure to give them some shit for me.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-1510312292232508522,i know it sounds a little dumb (or maybe im just a little drunk) but all we need is some ice cream and a hug! lololol i love bowling for soup:],"[4, 8, 0, 0, 2, 0, 0, 0]"
-282659204469411888,"~~And I don't want you and I don't need you  Don't bother to resist, or I'll beat you  It's not your fault that you're always wrong  The weak ones are there to justify the strong~~","[4, 2, 2, 4, 0, 0, 0]"
-8724510187276174930,"How do I live without the ones I love? Time still turns the pages of the book it's burned. Facing time always on my mind, I have so much to say but you're so far away...","[8, 2, 0, 0, 4, 0, 2, 0, 3]"
3343264236660938519,"2008: Olympic champions, 2009: World Champions, 2010: European Champions, 2011: qualified for the semi-finals of the World Championships, fingers crossed for the French handball team :)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6442683305090082168,"While I was growing up my parents always made sure that I knew that things were make-believe (Not Real), such as the Easter Bunny, Tooth Fairy, Santa Claus etc. Why now are they offended that I don't believe God?! Is it really going to kill them?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8806188011372415105,"Sorry Im Not Home Right now Im Walking In Your Spiderwebs So Leave A Message And I'll Call You Back,  OH Likely Story but Leave A Message And I'll Call You Back,  And It's All Your Fault I Scream My Phone Calls,  No Matter Who Calls I Gotta Scream My Phone Calls ?","[4, 8, 8, 4, 4, 6, 2, 0, 0]"
-3641639790038117421,"I could use a dream or a genie or a wish, to go back to a place much simpler than this","[4, 8, 2, 0, 0, 4, 0, 3]"
3582406456871700489,"I'll b offline for a week,(Off to Madurai,maybe i'll keep updated through mobile :P ) ,.,.,. Till then /bubye/"" FB n friends .:.:.:.:. hav fun ....""","[4, 0, 0, 4, 4]"
6764058811641594799,On a slightly lighter note I have just noticed that my brother walks like Robo-Cop. O_o He gets stranger by the day that child.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6042782099025299251,"All us Juggalos and juggaletts, the truth we hold all the love our family brings, never cold. Pass the axe to the right into our eyes a greater light. We","[4, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
577951701590689217,"For all my Jewish friends...  A  Jewish man buys a fabulous home in Beverly Hills, California. He brings in a  local workman to decorate the place. When the job is finished, the homeowner  is delighted but realizes that he's forgotten to put mezuzahs on the doors.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2737832081225619873,ive moved back home offically and im already starting to lose my mind...it hasnt even been 24hrs yet...gulp. doing nothing at home is so much more less enjoyable...sigh,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8859421889922058016,"ever just listened to some music and thought this is depressing, i want to cut my wrists. radiohead is the fucking top contender, their music is depressing on a colossal scale like.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5773681417469324723,"White Christmas, No drama, early to bed, sleep in late. Sounds like a pimp ass christmas to me. Merry Christmas everyone!","[0, 0, 4, 0, 0, 2, 0, 4, 0, 0]"
7488283300555290684,I got my haircut this morning and I absolutely LOVE it! And I actually cut enough off so I could donate my ponytail to Locks of Love so Im really happy! It looks WAY CUTE! Its shoulder length with long layers. Ill get a new pic put up as soon as I can! <3 =),"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8304997787201547966,7am on a Sat. and my kids wanna shovel rocks!! Go for it! Another 5 yrs and i wont even b able to pay em to do it. lol =),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3135120432247379531,"#1  Hmm... How to describe you... Let's see. For starters your intelligence is absolutely baffling (although I do ever so wish to bash your head in with a crowbar because of it. But I've been told such a thing is illegal.) Your sarcastic wit is HILARIOUS and it's so much fun to catch you doing, saying, or spelling something wrong and then blatantly pointing it out :)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8571994287116495318,"Love is blinding when the timing's never right Oh who am I to beg for difference Finding love in just an instant Well I dont mind, at least I've tried And I tried, I tried...","[4, 2, 2, 2, 4, 0, 0, 4, 4, 4]"
4014397191526250496,"A little piece of me grows old, I keep on walking down this road.  I've seen a million people change, but I will stay the same...","[2, 4, 4, 0, 4, 4, 4, 0]"
-8848948725182839753,My son mooned his class today. Why oh why must being a parent be so humbling... :// And where did he come up with that idea???!!!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-126159480385680120,i wishppl would leave my life alone. i wish i could move on and start from the beginuning like yesterday when everything was to stop in its tacks and took a different rout. i hope ppl can see what i'v gone throw then compare it to there lives cuz u wouldnt know deep dark secrets.,"[2, 0, 8, 0, 0, 0]"
3363818885987082188,"A Cowboys fan, a Bears fan, and a Packers fan are climbing a mountain and arguing about who loves their team the most. The Cowboys fan insists that he is the most loyal, /this is for Dallas/"" he yells","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3107230200512267769,"The upside to being an Intuitive-type person is seeing the big picture and understand abstract, theoretical ideas. The downside to being an Intuitive-type person is missing out on the details and having a disinterest in the concrete, factual statements","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2543463424001750693,In the old mini family RV going to the Art Center... Feels like going on a road trip cross country. .???.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
